Row #,Species,Count,Location,S/P,Date,LocID,SubID
904,Crested Oropendola,3,"Unnamed Road, El Valle de Antón, Provincia de Coclé, PA (8.539, -80.199)",PA-2,10 Apr 2018,L7203716,S44444850
905,Chestnut-headed Oropendola,1,Canopy Lodge,PA-2,09 Apr 2018,L604642,S44392862
906,Montezuma Oropendola,15,West of El Valle on road to Pacific lowlands,PA-2,11 Apr 2018,L7208602,S44476527
907,Scarlet-rumped Cacique,1,Esquinas Rainforest Lodge,CR-P,12 May 2019,L1026422,S56195319
908,Yellow-rumped Cacique,1,West of El Valle on road to Pacific lowlands,PA-2,11 Apr 2018,L7208602,S44476527
909,Orchard Oriole,2,Point Ybel Lighthouse Beach Park,US-FL,06 Apr 2018,L127398,S44293781
910,Streak-backed Oriole,2,"Calle Parque Municipal, Tarcoles, Provincia de Puntarenas, CR (9.769, -84.628)",CR-P,09 May 2019,L9232981,S56066588
911,Bullock's Oriole,1,Portal--Willow Tank,US-AZ,16 Sep 2018,L129123,S48565659
912,Altamira Oriole,1,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),US-TX,06 Oct 2019,L128890,S60397298
913,Audubon's Oriole,3,Salineño Wildlife Preserve (LTC 080),US-TX,08 Oct 2019,L129075,S60453102
914,Baltimore Oriole,1,Keney Park,US-CT,21 May 2016,L6189670,S38686524
915,Red-winged Blackbird,7,High Acres Nature Area,US-NY,26 Aug 2017,L418669,S38857271
916,Shiny Cowbird,4,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
917,Bronzed Cowbird,2,Amado WTP,US-AZ,18 Sep 2018,L233071,S48604544
918,Brown-headed Cowbird,1,Keney Park,US-CT,21 May 2016,L6189670,S38686524
919,Giant Cowbird,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
920,Melodious Blackbird,3,"Villa San Ignacio, Alajuela",CR-A,09 May 2019,L1144236,S56038518
921,Scrub Blackbird,25,"1301 Avenida Jose Larco, Miraflores, Gobierno Regional de Lima, PE (-12.131, -77.03)",PE-LIM,03 Mar 2019,L8727366,S53315045
922,Brewer's Blackbird,5,Buena Vista Grasslands/Marsh,US-WI,25 Jun 2018,L157683,S46787915
923,Common Grackle,4,"14 Sunny Slope Drive, West Hartford, Connecticut, US (41.78, -72.744)",US-CT,07 Aug 2017,L6161564,S38529035
924,Boat-tailed Grackle,1,"13260 Intrepid Lane, Fort Myers, Florida, US (26.552, -81.782)",US-FL,18 Aug 2017,L6191841,S38700023
925,Great-tailed Grackle,2,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
926,Oriole Blackbird,1,"Nauta, Loreto, PE (-4.658, -73.804)",PE-LOR,07 Mar 2019,L8820199,S53643625
927,Yellow-hooded Blackbird,22,"Nauta, Loreto, PE (-4.451, -73.455)",PE-LOR,06 Mar 2019,L8820153,S53643479
928,Ovenbird,1,Great Pond Trail,US-CT,08 Sep 2017,L2128535,S39063358
929,Worm-eating Warbler,1,Point Ybel Lighthouse Beach Park,US-FL,06 Apr 2018,L127398,S44293781
930,Louisiana Waterthrush,1,Big Cypress National Preserve--Kirby Storter Roadside Park & Boardwalk ,US-FL,24 Feb 2018,L638541,S43139973
931,Northern Waterthrush,1,Corkscrew Swamp Sanctuary,US-FL,15 Aug 2017,L127407,S38656353
932,Golden-winged Warbler,1,Point Ybel Lighthouse Beach Park,US-FL,21 Apr 2019,L127398,S55210235
933,Blue-winged Warbler,3,White Memorial Foundation--Main Area,US-CT,14 May 2018,L109165,S45661920
934,Black-and-white Warbler,1,"2865R Albany Avenue, West Hartford, Connecticut, US (41.791, -72.787)",US-CT,07 Sep 2017,L6249570,S39048282
935,Prothonotary Warbler,3,Point Ybel Lighthouse Beach Park,US-FL,06 Apr 2018,L127398,S44293781
936,Flame-throated Warbler,1,La Georgina,CR-C,15 May 2019,L1126285,S56322811
937,Tennessee Warbler,1,Canopy Adventure,PA-2,13 Apr 2018,L1659574,S44527311
938,Orange-crowned Warbler,1,Six Mile Cypress Slough Preserve,US-FL,16 Feb 2018,L424819,S42851662
939,Lucy's Warbler,2,Paton Center for Hummingbirds (Patons' Yard),US-AZ,18 Sep 2018,L247122,S48604547
940,Nashville Warbler,2,"Turkey Farm Road, Lake Nebagamon, Wisconsin, US (46.429, -91.737)",US-WI,26 Jun 2018,L7627118,S46810675
941,Connecticut Warbler,2,"9800 Racek Road, Meadowlands, Minnesota, US (47.099, -92.722)",US-MN,27 Jun 2018,L7631080,S46830285
942,MacGillivray's Warbler,1,Montosa Canyon--km 1 (culvert area),US-AZ,18 Sep 2018,L281844,S48604543
943,Mourning Warbler,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
944,Kentucky Warbler,2,Point Ybel Lighthouse Beach Park,US-FL,20 Apr 2018,L127398,S44748061
945,Common Yellowthroat,1,Harns Marsh,US-FL,05 Oct 2017,L830108,S39564130
946,Hooded Warbler,3,Point Ybel Lighthouse Beach Park,US-FL,06 Apr 2018,L127398,S44293781
947,American Redstart,1,Spice Bush Swamp Park,US-CT,23 Aug 2017,L1177569,S38787959
948,Cape May Warbler,1,Point Ybel Lighthouse Beach Park,US-FL,20 Apr 2018,L127398,S44748061
949,Cerulean Warbler,2,"14 North Hollow Road, Hartland, Connecticut, US (42.031, -72.925)",US-CT,10 Jun 2018,L7550671,S46445789
950,Northern Parula,2,"13883-13927 Waterfront Drive, Bokeelia, Florida, US (26.661, -82.153)",US-FL,29 Jan 2018,L6795142,S42340315
951,Tropical Parula,1,Wilson Botanical Garden (OTS Las Cruces),CR-P,13 May 2019,L441320,S56244702
952,Magnolia Warbler,1,Island Cottage Woods--Wildfowl Club Entrance,US-NY,26 Aug 2017,L1143283,S38833709
953,Bay-breasted Warbler,1,McLean Game Refuge,US-CT,09 Sep 2017,L280794,S39087659
954,Blackburnian Warbler,1,Fort De Soto Park,US-FL,16 Apr 2018,L127332,S44634594
955,Yellow Warbler,1,San Carlos Bay/Bunche Beach Preserve,US-FL,01 Oct 2017,L301036,S39492096
956,Chestnut-sided Warbler,1,Canopy Adventure,PA-2,13 Apr 2018,L1659574,S44527311
957,Blackpoll Warbler,3,Point Ybel Lighthouse Beach Park,US-FL,20 Apr 2018,L127398,S44748061
958,Black-throated Blue Warbler,1,"4048 Northwest 60th Avenue, Virginia Gardens, Florida, US (25.811, -80.295)",US-FL,25 Feb 2018,L6984512,S43164531
959,Palm Warbler,1,Hammonasset Beach SP,US-CT,11 Sep 2017,L298379,S39127718
960,Pine Warbler,2,Caloosahatchee Creeks Preserve--East,US-FL,21 Oct 2017,L674344,S40043417
961,Yellow-rumped Warbler,1,Fisher Meadows Recreation Area,US-CT,08 Oct 2017,L733301,S39622224
962,Yellow-throated Warbler,1,Caloosahatchee Creeks Preserve--East,US-FL,21 Oct 2017,L674344,S40043417
963,Prairie Warbler,1,"Cullum's Bonita Trail, Bonita Springs, Florida, US (26.337, -81.746)",US-FL,02 Nov 2017,L6433964,S40268334
964,Black-throated Gray Warbler,1,Vancouver--Van Dusen Gardens,CA-BC,06 Sep 2018,L367682,S48330221
965,Townsend's Warbler,1,"100 McBride Street, Prince Rupert, British Columbia, CA (54.317, -130.324)",CA-BC,03 Sep 2018,L7889750,S48265108
966,Hermit Warbler,1,Cave Creek Canyon--South Fork,US-AZ,15 Sep 2018,L129099,S48533199
967,Black-throated Green Warbler,1,"Cullum's Bonita Trail, Bonita Springs, Florida, US (26.337, -81.746)",US-FL,02 Nov 2017,L6433964,S40268334
968,Rufous-capped Warbler,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
969,Black-cheeked Warbler,3,PN Los Quetzales--Cerro Buenavista communication towers,CR-SJ,15 May 2019,L1126301,S56322773
970,Buff-rumped Warbler,1,Canopy Lodge,PA-2,11 Apr 2018,L604642,S44476673
971,Canada Warbler,1,Fisher Meadows Recreation Area,US-CT,07 May 2018,L733301,S45405911
972,Wilson's Warbler,1,"301 Jasmine Street, Denver, Colorado, US (39.722, -104.919)",US-CO,01 Sep 2017,L6231455,S39026092
973,Painted Redstart,6,Cave Creek Canyon--South Fork,US-AZ,15 Sep 2018,L129099,S48533199
974,Collared Redstart,2,Savegre Hotel,CR-SJ,16 May 2019,L501858,S56344820
975,Dusky-faced Tanager,2,Canopy Lodge,PA-2,08 Apr 2018,L604642,S44379875
976,Hepatic Tanager,3,Altos del Maria--Elevación 900-1100 msnm,PA-8,14 Apr 2018,L3182851,S44573954
977,Summer Tanager,1,Canopy Lodge,PA-2,09 Apr 2018,L604642,S44403501
978,Scarlet Tanager,2,Hartford Reservoir No. 6,US-CT,10 Aug 2017,L607644,S38574234
979,Western Tanager,1,St. David--Holy Trinity Monastery,US-AZ,14 Sep 2018,L348318,S48504654
980,Flame-colored Tanager,1,La Georgina,CR-C,15 May 2019,L1126285,S56322811
981,Red-crowned Ant-Tanager,2,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
982,Red-throated Ant-Tanager,1,Cara Iguana,PA-2,09 Apr 2018,L2119256,S44413530
983,Black-faced Grosbeak,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
984,Northern Cardinal,1,"500 Broad Street, Windsor, Connecticut, US (41.85, -72.779)",US-CT,09 Aug 2017,L6166936,S38559607
985,Pyrrhuloxia,1,Portal--Bob Rodrigues yard (Dave Jasper's old yard),US-AZ,14 Sep 2018,L994658,S48510315
986,Black-thighed Grosbeak,2,Savegre Hotel,CR-SJ,16 May 2019,L501858,S56344820
987,Rose-breasted Grosbeak,1,Westmoor Park,US-CT,10 Sep 2017,L198655,S39110442
988,Black-headed Grosbeak,1,Cave Creek Canyon--Southwestern Research Station,US-AZ,15 Sep 2018,L129102,S48533218
989,Blue-black Grosbeak,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
990,Blue Grosbeak,4,Oscar Scherer SP,US-FL,05 Feb 2018,L127350,S42521196
991,Lazuli Bunting,2,San Pedro RNCA--San Pedro House and trails,US-AZ,17 Sep 2018,L129080,S48579502
992,Indigo Bunting,1,"Pearl Feeders, Alva (Whites' Feeders)",US-FL,15 Jan 2018,L6724846,S41948244
993,Varied Bunting,1,Walker Canyon,US-AZ,19 Sep 2018,L1051139,S48634956
994,Painted Bunting,4,"Pearl Feeders, Alva (Whites' Feeders)",US-FL,15 Jan 2018,L6724846,S41948244
995,Dickcissel,12,Sauk Prairie Recreation Area,US-WI,24 Jun 2018,L2877214,S46770376
996,Red-capped Cardinal,3,"Nauta, Loreto, PE (-4.451, -73.455)",PE-LOR,06 Mar 2019,L8820153,S53643479
997,Gray-headed Tanager,5,"Nauta, Loreto, PE (-4.659, -73.803)",PE-LOR,07 Mar 2019,L8820192,S53643601
998,White-shouldered Tanager,1,Canopy Adventure,PA-2,13 Apr 2018,L1659574,S44527311
999,Tawny-crested Tanager,3,La Mesa,PA-2,11 Apr 2018,L1532299,S44476552
1000,White-lined Tanager,2,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
1001,Flame-rumped Tanager,3,Canopy Lodge,PA-2,08 Apr 2018,L604642,S44379875
1002,Scarlet-rumped Tanager,1,Villa Lapas,CR-P,10 May 2019,L585101,S56077401
1003,Silver-beaked Tanager,4,"Unknown Location - (-3.818, -73.321)",PE-LOR,04 Mar 2019,L8820083,S53643161
1004,Masked Crimson Tanager,4,"Saquena, Loreto, PE (-4.523, -73.447)",PE-LOR,06 Mar 2019,L8820146,S53643454
1005,Crimson-backed Tanager,3,Canopy Lodge,PA-2,08 Apr 2018,L604642,S44379875
1006,Blue-gray Tanager,1,Canopy Lodge,PA-2,08 Apr 2018,L604642,S44379875
1007,Palm Tanager,2,Canopy Lodge,PA-2,09 Apr 2018,L604642,S44403501
1008,Speckled Tanager,1,Wilson Botanical Garden (OTS Las Cruces),CR-P,13 May 2019,L441320,S56235517
1009,Golden-hooded Tanager,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
1010,Spangle-cheeked Tanager,2,Savegre Hotel,CR-SJ,16 May 2019,L501858,S56344820
1011,Plain-colored Tanager,2,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
1012,Bay-headed Tanager,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
1013,Silver-throated Tanager,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
1014,Yellow-bellied Dacnis,1,"Saquena, Loreto, PE (-4.523, -73.447)",PE-LOR,06 Mar 2019,L8820146,S53643454
1015,Scarlet-thighed Dacnis,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506637
1016,Shining Honeycreeper,4,Esquinas Rainforest Lodge,CR-P,12 May 2019,L1026422,S56195319
1017,Red-legged Honeycreeper,2,Canopy Lodge,PA-2,09 Apr 2018,L604642,S44406870
1018,Green Honeycreeper,1,Canopy Lodge,PA-2,09 Apr 2018,L604642,S44403497
1019,Sulphur-rumped Tanager,2,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506418
1020,Black-and-yellow Tanager,5,Altos del Maria--Elevación 900-1100 msnm,PA-8,14 Apr 2018,L3182851,S44573954
1021,Slaty Flowerpiercer,2,"Calle San Gerardo, Provincia de Cartago, CR (9.596, -83.798)",CR-C,15 May 2019,L9274084,S56322745
1022,Saffron Finch,2,"Cercado de Lima, Gobierno Regional de Lima, PE (-12.045, -77.028)",PE-LIM,03 Mar 2019,L8751770,S53356839
1023,Wedge-tailed Grass-Finch,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
1024,Blue-black Grassquit,4,"Unnamed Road, El Chirú, Provincia de Coclé, PA (8.388, -80.23)",PA-2,10 Apr 2018,L7203740,S44444950
1025,Chestnut-bellied Seedeater,1,"Fernando Lores, Loreto, PE (-4.182, -73.362)",PE-LOR,05 Mar 2019,L8820105,S53643265
1026,Ruddy-breasted Seedeater,1,"Unnamed Road, El Chirú, Provincia de Coclé, PA (8.388, -80.23)",PA-2,10 Apr 2018,L7203740,S44444950
1027,Thick-billed Seed-Finch,1,Rio Indio,PA-8,12 Apr 2018,L1532334,S44506559
1028,Variable Seedeater,1,Canopy Lodge,PA-2,08 Apr 2018,L604642,S44379875
1029,Caqueta Seedeater,1,"Saquena, Loreto, PE (-4.523, -73.447)",PE-LOR,06 Mar 2019,L8820146,S53643454
1030,Morelet's Seedeater,1,Salineño Wildlife Preserve (LTC 080),US-TX,08 Oct 2019,L129075,S60453102
1031,Yellow-bellied Seedeater,7,"Unknown Location - (8.7, -83.196)",CR-P,12 May 2019,L9251768,S56177303
1032,Bananaquit,1,Canopy Lodge,PA-2,09 Apr 2018,L604642,S44392862
1033,Yellow-faced Grassquit,2,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
1034,Buff-throated Saltator,1,Las Minas,PA-2,09 Apr 2018,L1532289,S44403522
1035,Grayish Saltator,1,"Nauta, Loreto, PE (-4.564, -73.874)",PE-LOR,07 Mar 2019,L8820383,S53644614
1036,Streaked Saltator,1,"Unnamed Road, El Chirú, Provincia de Coclé, PA (8.388, -80.23)",PA-2,10 Apr 2018,L7203740,S44444950
1037,Slate-colored Grosbeak,1,Altos del Maria--Elevación 900-1100 msnm,PA-8,14 Apr 2018,L3182851,S44573954
